Name,first,affiliation,occupation,epithet,status,age,bounty,residence,dfname,last_bounty,latest_age,main_crew
Charlotte Linlin,Chapter 651; Episode 571[1],Big Mom Pirates;[1] Rocks Pirates (former);[2] Four Emperors (former);[3][4] Charlotte Family[5],Pirate Captain;[1] Emperor (former);[3][4] Queen of Totto Land[6],"""Big Mom"" (ビッグ・マム, Biggu Mamu?)[14] (Funimation subs (formerly): Big Mam)""Evil Spirit"" (悪神, Akujin?)[15][16]",Unknown,68[9],"4,388,000,000[11]500,000,000[12]50,000,000[12]",Whole Cake Island;[1]Elbaf (former)[7],Soru Soru no Mi,4388000000.0,68,Big Mom Pirates
Kaidou,Chapter 795;[1] Episode 736[2],Beasts Pirates;[3] Rocks Pirates (former);[4] Four Emperors (former)[5],Governor-General;[6] Emperor (former);[5] Soldier (former);[7] Apprentice (former)[4],"""Kaidou of the Beasts"" (百獣のカイドウ, Hyakujū no Kaidō?, English versions: ""Kaido, King of the Beasts"")[10]""The Strongest Creature"" (最強の生物, Saikyō no Seibutsu?)[11][8]""Wise King"" (明王, Myōō?, English versions: ""Deity"")[8][12]",Unknown,59[8],"4,611,100,000[14]70,000,000[7]",Wano Country (Onigashima);[9]Vodka Kingdom (former)[7],"Uo Uo no Mi, Model: Seiryu",4611100000.0,59,Beasts Pirates
Michael and Hoichael,Chapter 432;[1] Episode 313[2],Auntie,,,Alive,12 (debut)14 (after timeskip),,Water 7,,,14,Auntie
Spacey,Chapter 433 cover page[1],Automata[1],First Lieutenant,,Alive,,,,,,,Automata 
Attach,SBS Volume 24; Chapter 436; Episode 321[1],World Economic Journal; Marines Photography Department (former)[2],Reporter; Marine Photography Department chief (former)[2],"""Flaming Attachan"" (炎のアタっちゃん, Honō no Atatchan?)[2]",Alive,,,,,,,World Economic Journal
Marumieta,Chapter 436[1],,,,Alive,,,Pucci[2],,,,
Yamenahare,Chapter 436[1],Marumieta,Manservant,,Alive,,,Pucci,,,,Marumieta
Cosmo,Chapter 437 cover page[1],Automata,Sergeant,,Alive,,,,,,,Automata
Galaxy,Chapter 437 cover page[1],Automata,General,,Alive,,,,,,,Automata
Macro,Chapter 437 cover page[1],Automata,Colonel,,Alive,,,,,,,Automata
Seamars,Chapter 440 cover page[1],Space Pirates[1],"Captain, Pirate[2]",,Alive,,,,,,,Space Pirates 
Thatch,Chapter 440; Episode 325[1],Whitebeard Pirates[1],4th Division Commander; Pirate;[1] Cook[2],,Deceased,,,,,,,Whitebeard Pirates 
Terry Gilteo,Chapter 440; Episode 324[1],Revolutionary Army[1],Revolutionary Army Intelligence Controller[2],,Alive,,,,,,,Revolutionary Army 
Brook,Chapter 442; Episode 337[1],Straw Hat Pirates;Straw Hat Grand Fleet;Rumbar Pirates (former);[2]Ninja-Pirate-Mink-Samurai Alliance (disbanded),Pirate; Musician; Swordsman; Senior Officer;[3] Captain (former); Battle Convoy leader (former);[4] World-Famous Rock Star (former),"""Humming Brook"" (鼻歌のブルック, Hanauta no Burukku?);[4]""Soul King"" (ソウルキング, Souru Kingu?)[10]",Alive,38 (first death);[2]88 (debut);[11]90 (after timeskip)[12][13],"383,000,000[3]83,000,000[10]33,000,000[4]","Florian Triangle (former); Namakura Island (former, temporary)",Yomi Yomi no Mi,383000000.0,90,Straw Hat Pirates
Absalom,Chapter 444; Episode 339[1],Thriller Bark Pirates (Mysterious Four)[2] (former),Reporter[3]Soldier Zombie and General Zombie Leader [4],"Absalom of the Graveyard (墓場のアブサロム, Hakaba no Abusaromu?)[4]",Deceased,34 (debut)[5],,,Suke Suke no Mi,,34,Thriller Bark Pirates     
Cerberus,Chapter 444; Episode 339[1],Thriller Bark Pirates[1],Wild Zombie[1],,Deceased,,,,,,,Thriller Bark Pirates 
Hildon,Chapter 444; Episode 339[1],Thriller Bark Pirates,Wild Zombie,,Deceased,,,,,,,Thriller Bark Pirates
Hogback,Chapter 446; Episode 340[1],Thriller Bark Pirates (Mysterious Four)[2],Doctor[3],"""Doctor Hogback"" (ドクトル・ホグバック, Dokutoru Hogubakku?)[1]""Genius Surgeon"" (天才外科医, Tensai Gekai?)[3][4]",Alive,45 (debut)[6]47 (post timeskip)[4],,,,,47,Thriller Bark Pirates   
Unigaro,Chapter 445; Episode 340[1],Thriller Bark Pirates[1],Wild Zombie,,Deceased,,,,,,,Thriller Bark Pirates 
MocDonald,Chapter 445; Episode 340[2],Thriller Bark Pirates[2],Wild Zombie,,Deceased,,,,,,,Thriller Bark Pirates 
Space Pirates,Chapter 438 cover page[1],,,,,,None,,,,,
Victoria Cindry,Chapter 446; Episode 340[1],Thriller Bark Pirates; Dr. Hogback[2],Actress (in life);[3] Soldier Zombie,,Deceased,,,,,,,Thriller Bark Pirates
Perona,Chapter 443; Episode 338[1],Dracule Mihawk;Thriller Bark Pirates (Mysterious Four)[2],Pirate;Wild Zombies and Surprise Zombies Commander[3],"""Ghost Princess"" (ゴーストプリンセス, Gōsuto Purinsesu?)[3]",Alive,23 (debut)[5]25 (after timeskip)[5],,Kuraigana Island (former);Thriller Bark (former),Horo Horo no Mi,,25,Dracule Mihawk
Buhichuck,"Chapter 446, Episode 340[1]",Thriller Bark Pirates,Surprise Zombie Boss,,Deceased,,,,,,,Thriller Bark Pirates
Zombie,Chapter 444; Episode 339,,,,,,,,,,,
Zombie,Chapter 444; Episode 339,,,,,,,,,,,
Shimotsuki Ryuma,Monsters (Wanted!); Chapter 448; Episode 342[1],Thriller Bark Pirates; Wano Country (prior to death); Shimotsuki Family,General Zombie; Samurai (prior to death),"Legendary Samurai (伝説の侍, Densetsu no Samurai?);Sword God (刀神様, Tōjin-sama?);[2][3]Ryuma de King (リューマ・ド・キング, Ryūma do Kingu?)[4]",Deceased,,,Wano Country (prior to death); Thriller Bark (Post-Mortem),,,,Thriller Bark Pirates
Spoil,Chapter 448; Episode 343[1],Thriller Bark Victim's Association[1],Chairman of Thriller Bark Victim's Association[1],,Alive,,,,,,,Thriller Bark Victim's Association 
Tsukimi,Chapter 448 cover[1],Moon[1],Scientist[1],,Deceased,,,,,,,Moon 
Gecko Moria,Chapter 449; Episode 343[1],Thriller Bark Pirates (Mysterious Four);Seven Warlords of the Sea[2] (former);[3]Gecko Pirates (former),Pirate Captain;[4]Warlord of the Sea[2] (former)[3],,Alive,48 (debut)[6]50 (after timeskip)[7],"320,000,000[8][9]",Florian Triangle (former); Thriller Bark,Kage Kage no Mi,320000000.0,50,Thriller Bark Pirates  
Kumashi,Chapter 449; Episode 343[1],Thriller Bark Pirates (Perona)[2],"Perona's servant,[2] Wild Zombie Commander-in-Chief[3]",,Deceased,,,,,,,Thriller Bark Pirates   
"Gyoro, Nin, and Bao",Chapter 449; Episode 343[1],Thriller Bark Pirates,Soldier Zombies[citation needed],,Deceased,,,,,,,Thriller Bark Pirates
John,Chapter 450; Episode 344[1],Rocks Pirates (former);[2] Thriller Bark Pirates (post mortem),General Zombie; Pirate Captain (former),"Captain John (キャプテン・ジョン, Kyaputen Jon?)",Deceased,,,,,,,Rocks Pirates  
Lola,Chapter 451; Episode 345[1],Thriller Bark Pirates,General Zombie[2],,Deceased,,,,,,,Thriller Bark Pirates
Risky Brothers,Chapter 451; Episode 344[1],Perona[1]; Thriller Bark Pirates,Wild Zombies[1],,Deceased,,,,,,,Perona 
Inuppe,Chapter 451; Episode 345[1],Thriller Bark; Penguin Trio[1],Wild Zombie[1],,Deceased,,,,,,,Thriller Bark
Jigoro,Chapter 452; Episode 346[1],Thriller Bark Pirates,General Zombie[1],"""Jigoro of the Wind"" (風のジゴロウ, Kaze no Jigorō?)[1]",Deceased,,,,,,,Thriller Bark Pirates
Tararan,Chapter 452; Episode 346[1],Thriller Bark Pirates[1],General Zombie;[1] Commander of the Spider Mice,,Deceased,,,Thriller Bark,,,,Thriller Bark Pirates 
Hippo Gentleman,"Chapter 451, Episode 345[1]",Thriller Bark Pirates,Wild Zombie Vice Commander[2],,Deceased,,,,,,,Thriller Bark Pirates
Oars,Chapter 456; Episode 350[1],Thriller Bark Pirates,Special Zombie;[2] Leader of clan of evil giants (former)[3][4],"""Devil"" (魔人, Majin?);[1]""Oars the Continent-Puller"" (国引きオーズ, Kunihiki Ōzu?)[5]",Deceased,,,,,,,Thriller Bark Pirates
Automata,Chapter 433,,,,,,,,,,,
Risky Brothers,Chapter 475; Episode 369[1],Rolling Pirates; Thriller Bark Victim's Association,Pirates,,Alive,,,,,,,Rolling Pirates
Charlotte Lola,Chapter 476; Episode 370[1],Rolling Pirates; Charlotte Family;[2] Thriller Bark Victim's Association (former),Pirate; Captain; Minister of Chocolate (former)[3],"""Marriage Proposal Lola"" (求婚のローラ, Kyūkon no Rōra?)",Alive,24 (debut)26 (after timeskip)[6],"24,000,000[5]",Cacao Island (former)[3],,24000000.0,26,Rolling Pirates
Goo,"Chapter 483, Episode 375[1]",Pirate crew[1],"Pirate, Captain[1]",,Alive,,,,,,,Pirate crew 
Asahija,Chapter 483; Episode 375[1],Marines[1],Chief Petty Officer[2],,Alive,,,,,,,Marines 
Margarita,Chapter 483; Episode 375[1],Neutral civilian,Maid,,Alive,,,,,,,Neutral civilian
Egana,Chapter 483; Episode 375[2],,,,Alive,,,,,,,
Vegapunk,Chapter 684; Episode 610 (shadowed)[1]Chapter 1061 (satellite)[2]Chapter 1066[3],MADS (former);[4] Marines (SSG)[1],Scientist[1],"Dr. Vegapunk (Dr.ベガパンク, Dokutā Begapanku?)""The Man With the Best Brain in the World"" (世界一の頭脳を持つ男, Sekaiichi no Zunō o Motsu Otoko?, Viz: ""The Smartest Man in the World"")[3]",Alive,65[8],,Egghead;[6] Punk Hazard (former),Nomi Nomi no Mi,,65,MADS  
Mizuta Madaisuki,"Chapter 487, Episode 379",Rumbar Pirates,Pirate,,Deceased,,,,,,,Rumbar Pirates
Mizuta Mawaritosuki,"Chapter 488, Episode 379",Rumbar Pirates,Pirate,,Deceased,,,,,,,Rumbar Pirates
Sea Beast,"Chapter 73, Episode 31[1]",,,,,,,,,,,
Sea Beast,"Chapter 73, Episode 31[1]",,,,,,,,,,,
Duval,Chapter 491; Episode 386[1],Rosy Life Riders[2],Leader of the Rosy Life Riders[2] (formerly the Flying Fish Riders); Slave trader[2] (former),"Iron Mask Duval (鉄仮面のデュバル, Tetsu Kamen no Dyubaru?);[2]Handsome",Alive,23 (debut)25 (after timeskip)[3],,,,,25,Rosy Life Riders 
Motobaro,Chapter 494; Episode 388[1],Rosy Life Riders,Duval's pet,,Alive,,,,,,,Rosy Life Riders
Rosward,Chapter 497; Episode 391[1],World Government,World Noble,,Alive,53 (debut)55 (after timeskip)[2],,Mary Geoise,,,55,World Government
Shalria,Chapter 497; Episode 391[1],World Government[1],World Noble[1],,Alive,15 (debut)17 (after timeskip)[2],,Mary Geoise[1],,,17,World Government 
Saru,Chapter 497; Episode 391[1],Rosward Family,Pet,,Alive,,,Mary Geoise,,,,Rosward Family
Antonio,Chapter 497; Episode 391[1],Antonio's Graman[1],Store owner[1],,Alive,,,Sabaody Archipelago,,,,Antonio's Graman 
Devil Dias,Chapter 497; Episode 391[1],Acumate Pirates[1],Pirate; Captain (former); Slave[1],,Unknown,,"60,000,000",,,60000000.0,,Acumate Pirates 
Sentomaru,Chapter 497; Episode 401[1],Marines (former),Marine Officer;[2] Dr. Vegapunk's bodyguard[3],,Alive,32 (debut)34 (after timeskip)[4],,,,,34,Marines  
Jean Bart,Chapter 497; Episode 391[1],Heart Pirates; his own crew (former); Ninja-Pirate-Mink-Samurai Alliance,Pirate; Captain (former); Slave (former),,Unknown,,,,,,,Heart Pirates
Capone Bege,Chapter 498; Episode 392[1],Fire Tank Pirates;[1] Big Mom Pirates[2] (former),Pirate; Captain;[1] Mafia don (former); Combatant (former)[2],"""Gang"" (ギャング, Gyangu?)[1]",Alive,40 (debut)[4]42 (after timeskip)[5],"350,000,000[8]300,000,000[9]138,000,000[10]",,Shiro Shiro no Mi,350000000.0,42,Fire Tank Pirates
Scratchmen Apoo,Chapter 498; Episode 392[1],On Air Pirates[1]; Beasts Pirates[2],Pirate; Captain; Musician;[1] Informant[3],"""Roar of the Sea"" (海鳴り, Umi Nari?)[1]",Alive,29 (debut)[4]31 (after timeskip)[5],"350,000,000[5]198,000,000[1]",,Oto Oto no Mi,350000000.0,31,On Air Pirates 
Eustass Kid,Chapter 498; Episode 392[1],Kid Pirates[1] Ninja-Pirate-Mink-Samurai Alliance,Pirate Captain[1],"""Captain"" (キャプテン, Kyaputen?)[1]",Unknown,21 (debut)[2]23 (after timeskip)[3],"3,000,000,000[6]470,000,000[3]315,000,000[1]",,Jiki Jiki no Mi,3000000000.0,23,Kid Pirates  Ninja-Pirate-Mink-Samurai Alliance
Killer,Chapter 498; Episode 392[1],Kid Pirates;[2] Kurozumi Orochi (defected)[3],Pirate;[2] Combatant; Assassin (former)[3],"""Massacre Soldier"" (殺戮武人, Satsuriku Bujin?, Viz: ""Murder Machine"")[2]",Unknown,25 (debut)[5]27 (after timeskip)[6],"200,000,000[6]162,000,000[2]",,,200000000.0,27,Kid Pirates
Urouge,Chapter 498; Episode 392[1],Fallen Monk Pirates[1],Pirate; Captain[1],"""Mad Monk"" (怪僧, Kaisō?)[1]",Alive,45 (debut)[2]47 (after timeskip)[3],"108,000,000[1]",Ballon Terminal,,108000000.0,47,Fallen Monk Pirates 
Basil Hawkins,Chapter 498; Episode 392[1],Hawkins Pirates;[1] Beasts Pirates[2],Pirate; Captain;[1] Shinuchi,"Magician (魔術師, Majutsushi?)[1]",Unknown,29 (debut)[3]31 (after timeskip)[4],"320,000,000[4]249,000,000[7]",,Wara Wara no Mi,320000000.0,31,Hawkins Pirates
Trafalgar D. Water Law,Chapter 498; Episode 392[1],Heart Pirates;[1]Ninja-Pirate-Mink-Samurai Alliance (disbanded);Seven Warlords of the Sea[2] (revoked);[3][4]Donquixote Pirates (defected)[5],Pirate Captain;[1] Doctor;[6] Warlord of the Sea (former),"""Surgeon of Death"" (死の外科医, Shi no Gekai?)[1]",Alive,24 (debut)[8]26 (after timeskip)[2][9],"3,000,000,000[12]500,000,000[13]440,000,000[14]200,000,000[1]",Flevance (former);[7]Spider Miles (former);Swallow Island (former),Ope Ope no Mi[15],3000000000.0,26,Heart Pirates
Bepo,Chapter 498; Episode 392[1],Heart Pirates,Pirate; Navigator;[2] Guardians' helper[3],,Alive,20 (debut)22 (after timeskip)[5],500[8],Zou (former);Swallow Island (former),,500.0,22,Heart Pirates
Shachi,Chapter 498; Episode 392[1],Heart Pirates[1],Pirate[1],,Unknown,25 (debut)27 (after timeskip)[2],,Swallow Island (former)[2],,,27,Heart Pirates 
Jewelry Bonney,Chapter 498; Episode 392[1],Bonney Pirates[1],Pirate Captain[1],"""Big Eater"" (大喰らい, Ō-Gurai?)[1]",Alive,"22 (estimated, debut)[3]24 (estimated, after timeskip)[4]","320,000,000[7]140,000,000[1]",,,320000000.0,24,Bonney Pirates 
X Drake,Chapter 498; Episode 392[1],"Marines;[1][2]Drake Pirates;[1]Beasts Pirates (Tobiroppo, former);[3][4][5]Barrels Pirates (defected);[6]Ninja-Pirate-Mink-Samurai Alliance (disbanded)[5]","Captain of SWORD;[2] Pirate (undercover); Captain (undercover);[1] Shinuchi (undercover, former);[7][5] Marine Rear Admiral (former)[8]","""Red Flag"" (赤旗, Akahata?)[1]",Unknown,31 (debut)[9]33 (after timeskip)[10],"222,000,000[1]",,"Ryu Ryu no Mi, Model: Allosaurus",222000000.0,33,Marines
Shakuyaku,Chapter 498; Episode 392[1],Shakky's Rip-off Bar;[1] Kuja; Kuja Pirates (former)[2],Bartender; Pirate; Captain (former); Empress of Amazon Lily (former)[2],,Alive,62 (debut)64 (after timeskip)[3],,Sabaody Archipelago,,,64,Shakky's Rip-off Bar
Charlos,Chapter 499; Episode 393[1],World Government,World Noble,,Alive,22 (debut)24 (after timeskip)[2],,Mary Geoise,,,24,World Government
Marie,Chapter 499; Episode 393[1],Saint Charlos; Judy[1],Slave; Nurse (former)[1],,Alive,,,Mary Geoise; Sabaody Archipelago (former)[1],,,,Saint Charlos
Judy,Chapter 499; Episode 393[2],Marie,,,Alive,,,Sabaody Archipelago,,,,Marie
Peterman,Chapter 499; Episode 393[1],Hound Pets[1],Slave trader[1],,Alive,,,,,,,Hound Pets 
Heat,Chapter 500; Episode 394[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Wire,Chapter 500; Episode 394[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,Kid Pirates 
Penguin,Chapter 498; Episode 392[1],Heart Pirates[1],Pirate[1],,Unknown,26 (debut)28 (after timeskip)[2],,Swallow Island (former)[2],,,28,Heart Pirates 
Stansen,Chapter 500; Episode 394[1],New Giant Warrior Pirates; Straw Hat Grand Fleet; Buggy's Delivery (former)[2],Pirate; Shipwright; Mercenary (former);[2] Slave (former),,Alive,,,Elbaf,,,,New Giant Warrior Pirates
Disco,Chapter 500; Episode 394[1],Donquixote Doflamingo (former);[2] Human Auctioning House[1] (former)[3],Owner of Human Auctioning House[1] (former)[3],"""Walking Super Bazaar"" (歩くスーパーバザール, Aruku Sūpābazāru?)[citation needed]",Alive,,,Sabaody Archipelago,,,,Donquixote Doflamingo  
Marin,Chapter 500; Episode 394[1],,Slave[1],,Alive,,,Sabaody Archipelago,,,,
Byron,Chapter 501; Episode 395,,Musician; Pirate; Slave,,Alive,25 (debut)[1]27 (after timeskip)[2],,Toroa[1],,,27,
Pascia,Chapter 501; Episode 394[1],,"Dancer, Slave[1] (former)[2]",,Alive,20 (debut)22 (after timeskip)[1],,,,,22,
Lacuba,Chapter 501; Episode 395[1],,Pirate; Captain (former); Slave[1] (former),,Alive,,"17,000,000",,,17000000.0,,
Coffee Monkeys,Chapter 501; Episode 395[1],,Kidnappers[1],,,,,,,,,
Sicily,Chapter 504[1],Marines[1],Rear Admiral,,Alive,,,,,,,Marines 
Pacifista,Chapter 505; Episode 399[1],Marines,Cyborgs; human weapons,,,,,,,,,Marines
Faust,Chapter 508;[1] Episode 490[2],Hawkins Pirates[1],Pirate;[1] Magician[4],,Alive,,,,,,,Hawkins Pirates 
Candy,Chapter 510[1],Candy Pirates[1],Pirate; Captain[1],,Unknown,,,,,,,Candy Pirates 
Marguerite,Chapter 514; Episode 408[1],Kuja;[1] Kuja Pirates[2],"Warrior,[1] Pirate[2]",,Alive,16 (debut)18 (after timeskip)[3],,Amazon Lily,,,18,Kuja
Sweet Pea,Chapter 514; Episode 408[1],Kuja; Kuja Pirates,Warrior (Former);[1] Pirate[2],,Alive,,,Amazon Lily,,,,Kuja
Aphelandra,Chapter 514; Episode 408[1],Kuja;[1] Kuja Pirates[2],"Warrior (Former),[1] Pirate[2]",,Alive,,,Amazon Lily,,,,Kuja
Belladonna,Chapter 514; Episode 408[1],Kuja[1],Doctor[1][2],,Alive,,,Amazon Lily,,,,Kuja 
Kikyo,Chapter 514; Episode 408[1],Kuja[1],Warrior[1],,Alive,,,Amazon Lily,,,,Kuja 
Gloriosa,Chapter 514; Episode 408[1],Kuja[1],Empress of Amazon Lily (former),,Alive,,,Amazon Lily,,,,Kuja 
Nerine,Chapter 514; Episode 408[1],Kuja[1],Kuja warrior[1],,Alive,,,Amazon Lily,,,,Kuja 
Straw Hat Pirates,Chapter 5; Episode 3[1],,,,,,"8,816,001,000[Note 1][2][3]3,161,000,100[Note 2][4]2,008,000,100[Note 3][5][6]1,570,000,100[Note 4][7]800,000,050[Note 5][8]700,000,050[Note 6][9]667,000,050[Note 7][10]239,000,000[Note 8][11]30,000,000[Note 9][12]",,,8816001000.0,,
Poppy,Chapter 515; Episode 409[2],Kuja[2],Warrior[2],,Alive,,,Amazon Lily,,,,Kuja 
Boa Hancock,Chapter 516;[1] Episode 409,Kuja;Kuja Pirates;Seven Warlords of the Sea (former);[1]Slavery (former)[2],Pirate Captain; Empress of Amazon Lily; Warlord of the Sea (former); Slave (former),"""Snake Princess"" (蛇姫, Hebihime?);[4]""Pirate Empress"" (海賊女帝, Kaizoku Jotei?)[4]",Alive,29 (debut)[5]31 (after timeskip)[6],"1,659,000,000[8]80,000,000[9]",Amazon Lily,Mero Mero no Mi,1659000000.0,31,Kuja
Boa Marigold,Chapter 516; Episode 409[1],Kuja; Kuja Pirates;[1] Slavery (former)[2],Pirate; Ruler of Amazon Lily; Slave (Former),,Alive,26 (debut)28 (after timeskip)[3],"40,000,000[3]",Amazon Lily,"Hebi Hebi no Mi, Model: King Cobra",40000000.0,28,Kuja
Boa Sandersonia,Chapter 516; Episode 409[1],Kuja; Kuja Pirates;[1] Slavery (former)[2],Pirate;[1] Ruler of Amazon Lily; Slave (former),,Alive,28 (debut) 30 (after timeskip)[3],"40,000,000[3]",Amazon Lily,"Hebi Hebi no Mi, Model: Anaconda",40000000.0,30,Kuja
Ran,Chapter 516; Episode 410[1],Kuja; Kuja Pirates[1],Pirate[1],,Alive,,,Amazon Lily,,,,Kuja
Cosmos,Chapter 516; Episode 410[1],Kuja; Kuja Pirates[1],Pirate[1],,Alive,,,Amazon Lily,,,,Kuja
Daisy,Chapter 516; Episode 410[1],Kuja; Kuja Pirates[1],Pirate[1],,Alive,,,Amazon Lily,,,,Kuja
Rindo,Chapter 516; Episode 410[1],Kuja; Kuja Pirates[1],Pirate; Sniper[2],,Alive,,,Amazon Lily,,,,Kuja
Blue Fan,Chapter 516; Episode 410[1],Kuja; Kuja Pirates[1],Pirate[1],,Alive,,,Amazon Lily,,,,Kuja
Salome,Chapter 516; Episode 409[1],Kuja[1],Snake Weapon; Pet,,Alive,,,Amazon Lily[1],,,,Kuja 
Bacura,Chapter 516; Episode 410[1],Kuja[1],Pet; Executioner[2],,Alive,,,Amazon Lily,,,,Kuja 
Enishida,"Chapter 517, Episode 411[1]",Kuja[1],Lady's maid[2],,Alive,,,Amazon Lily,,,,Kuja 
Fisher Tiger,Chapter 521; Episode 415[1],Sun Pirates;[2] Fish-Man District (former)[3],Adventurer;[1] Pirate; Captain;[2] De-facto Leader of Fish-Man District (former);[3] Slave (former)[4],"""The Adventurer"" (冒険家, Bōkenka?)[1]""Hero of Slaves"" (奴隷解放の英雄, Dorei Kaihō no Eiyū?)[6]",Deceased,,"230,000,000[8]",Fish-Man District (former),,230000000.0,,Sun Pirates
Jinbe,Chapter 528; Episode 430[1],Straw Hat Pirates;[2]Straw Hat Grand Fleet;[3]Sun Pirates[4] (former);Ally of the Big Mom Pirates (former);Seven Warlords of the Sea[5] (former);[6]Ryugu Kingdom[7] (resigned);[8]Impel Down (former);Ninja-Pirate-Mink-Samurai Alliance (disbanded),Pirate; Helmsman; Senior Officer;[3] Captain (former);[9] Warlord of the Sea[5] (former);[6] Soldier[7] (former);[8] Prisoner of the Great Prison (former),"""Knight of the Sea"" Jinbe (海侠のジンベエ, Kaikyō no Jinbē?, English versions: ""First Son of the Sea"")[1]""Boss Jinbe"" (ジンベエ親分, Jinbē Oyabun?)[7]",Alive,44 (debut)[11]46 (after timeskip)[10],"1,100,000,000[3]438,000,000[13]250,000,000[14]76,000,000[15]",Fish-Man District (former),,1100000000.0,46,Straw Hat Pirates
Pansy,Chapter 515; Episode 409[2],Kuja[2],Warrior[2],,Alive,,,Amazon Lily,,,,Kuja 
Kitton,Chapter 523; Episode 418[1],,,,Alive,,,,,,,
Taroimo,Chapter 523; Episode 418[1],Karakuri Island,Cyborg animal; Pet,,Alive,,,,,,,Karakuri Island
Haredas,Chapter 523; Episode 418[1],,Scientist[1],,Alive,95 (debut)97 (after timeskip)[2],,Weatheria[1],,,97,
Stalker,Chapter 524; Episode 421[1],Marines G-1 Branch[1],Marine Lieutenant Junior Grade,,Alive,,,,,,,Marines G-1 Branch 
Heracles,Chapter 524; Episode 420[1],,Warrior[1]; Botanist[2],,Alive,49 (debut)51 (after timeskip)[2],,Boin Archipelago[1],,,51,
Pekkori,Chapter 524; Episode 421[1],Harahettania[1],Priest,,Alive,,,,,,,Harahettania 
Sancrin,Chapter 557 (Cover); Episode 456[2],Current Unknown; Brook (former); Longarm Tribe's warriors (former),"Thief, Manager (former)",,Alive,,,Kenzan Island,,,,Current Unknown
Minotaurus,Chapter 525; Episode 422,Impel Down; World Government,Jailer Beast,,Alive,,,,,,,Impel Down
Hannyabal,Chapter 525; Episode 422[1],Impel Down,Chief Warden;[2] Vice Warden (former)[3],,Alive,33 (debut)35 (after timeskip)[4],,,,,35,Impel Down
Domino,Chapter 526; Episode 422[1],Impel Down,Head Jailer;[2] Vice Head Jailer[1] (former),,Alive,,,,,,,Impel Down
Pankuta Dakeyan,Chapter 525; Episode 422[1],,Prisoner,,Alive,,,,,,,
